t	x	y
6.171	2.461E-2	-8.476E-3
6.204	3.023E-2	-8.618E-3
6.238	3.592E-2	-8.595E-3
6.271	4.152E-2	-8.542E-3
6.304	4.719E-2	-8.458E-3
6.337	5.255E-2	-8.359E-3
6.371	5.762E-2	-8.380E-3
6.404	6.241E-2	-8.428E-3
6.437	6.721E-2	-8.338E-3
6.471	7.189E-2	-8.247E-3
6.504	7.599E-2	-8.204E-3
6.537	7.981E-2	-8.058E-3
6.571	8.324E-2	-7.765E-3
6.604	8.599E-2	-7.624E-3
6.637	8.829E-2	-7.496E-3
6.671	8.989E-2	-7.533E-3
6.704	9.094E-2	-7.442E-3
6.737	9.109E-2	-7.592E-3
6.771	9.072E-2	-7.629E-3
6.804	8.946E-2	-7.692E-3
6.837	8.765E-2	-7.842E-3
6.870	8.519E-2	-7.904E-3
6.904	8.219E-2	-8.041E-3
6.937	7.855E-2	-8.231E-3
6.970	7.425E-2	-8.521E-3
7.004	6.951E-2	-8.660E-3
7.037	6.443E-2	-8.803E-3
7.070	5.904E-2	-8.950E-3
7.104	5.334E-2	-9.102E-3
7.137	4.753E-2	-9.240E-3
7.170	4.161E-2	-9.329E-3
7.204	3.581E-2	-9.301E-3
7.237	3.014E-2	-9.278E-3
7.270	2.457E-2	-9.193E-3
7.304	1.895E-2	-9.035E-3
7.337	1.366E-2	-9.015E-3
7.370	8.618E-3	-8.753E-3
7.403	3.892E-3	-8.458E-3
7.437	-6.488E-4	-8.228E-3
7.470	-4.725E-3	-8.069E-3
7.503	-8.399E-3	-7.773E-3
7.537	-1.140E-2	-7.628E-3
7.570	-1.397E-2	-7.382E-3
7.603	-1.606E-2	-7.358E-3
7.637	-1.756E-2	-7.171E-3
7.670	-1.837E-2	-7.111E-3
7.703	-1.847E-2	-7.095E-3
7.737	-1.790E-2	-7.163E-3
7.770	-1.694E-2	-7.153E-3
7.803	-1.502E-2	-7.407E-3
7.836	-1.274E-2	-7.726E-3
7.870	-9.903E-3	-7.883E-3
7.903	-6.564E-3	-8.361E-3
7.936	-2.743E-3	-8.515E-3
7.970	1.577E-3	-8.880E-3
8.003	6.269E-3	-9.222E-3
8.036	1.122E-2	-9.376E-3
8.070	1.661E-2	-9.556E-3
8.103	2.221E-2	-9.836E-3
8.136	2.784E-2	-9.933E-3
8.170	3.363E-2	-9.998E-3
8.203	3.934E-2	-1.005E-2
8.236	4.514E-2	-1.005E-2
8.270	5.089E-2	-9.939E-3
8.303	5.647E-2	-9.919E-3
8.336	6.188E-2	-9.775E-3
8.369	6.707E-2	-9.661E-3
8.403	7.193E-2	-9.590E-3
8.436	7.654E-2	-9.407E-3
8.469	8.061E-2	-9.182E-3
8.503	8.410E-2	-9.089E-3
8.536	8.708E-2	-9.033E-3
8.569	8.939E-2	-9.027E-3
8.603	9.098E-2	-9.039E-3
8.636	9.206E-2	-9.071E-3
8.669	9.234E-2	-9.105E-3
8.703	9.219E-2	-9.174E-3
8.736	9.116E-2	-9.278E-3
8.769	8.942E-2	-9.331E-3
8.803	8.710E-2	-9.417E-3
8.836	8.429E-2	-9.522E-3
8.869	8.084E-2	-9.724E-3
8.902	7.674E-2	-1.003E-2
8.936	7.218E-2	-1.016E-2
8.969	6.730E-2	-1.035E-2
9.002	6.204E-2	-1.070E-2
9.036	5.669E-2	-1.094E-2
9.069	5.093E-2	-1.100E-2
9.102	4.504E-2	-1.131E-2
9.136	3.928E-2	-1.135E-2
9.169	3.345E-2	-1.134E-2
9.202	2.781E-2	-1.134E-2
9.236	2.234E-2	-1.128E-2
9.269	1.689E-2	-1.127E-2
9.302	1.164E-2	-1.111E-2
9.336	6.848E-3	-1.102E-2
9.369	2.394E-3	-1.087E-2
9.402	-1.703E-3	-1.065E-2
9.435	-5.285E-3	-1.050E-2
9.469	-8.390E-3	-1.037E-2
9.502	-1.091E-2	-1.013E-2
9.535	-1.275E-2	-9.907E-3
9.569	-1.413E-2	-9.859E-3
9.602	-1.490E-2	-9.819E-3
9.635	-1.503E-2	-9.845E-3
9.669	-1.471E-2	-9.889E-3
9.702	-1.355E-2	-9.936E-3
9.735	-1.198E-2	-1.006E-2
9.769	-9.827E-3	-1.034E-2
9.802	-7.037E-3	-1.061E-2
9.835	-3.941E-3	-1.077E-2
9.869	-1.742E-4	-1.115E-2
9.902	4.228E-3	-1.133E-2
9.935	8.754E-3	-1.161E-2
9.968	1.366E-2	-1.190E-2
10.002	1.886E-2	-1.205E-2
10.035	2.436E-2	-1.217E-2
10.068	2.995E-2	-1.230E-2
10.102	3.586E-2	-1.235E-2
10.135	4.168E-2	-1.230E-2
10.168	4.748E-2	-1.221E-2
10.202	5.345E-2	-1.207E-2
10.235	5.917E-2	-1.199E-2
10.268	6.464E-2	-1.195E-2
10.302	6.994E-2	-1.173E-2
10.335	7.493E-2	-1.147E-2
10.368	7.939E-2	-1.132E-2
10.402	8.346E-2	-1.118E-2
10.435	8.704E-2	-1.104E-2
10.468	9.004E-2	-1.099E-2
10.501	9.244E-2	-1.107E-2
10.535	9.423E-2	-1.099E-2
10.568	9.526E-2	-1.119E-2
10.601	9.567E-2	-1.114E-2
10.635	9.532E-2	-1.133E-2
10.668	9.435E-2	-1.134E-2
10.701	9.290E-2	-1.136E-2
10.735	9.083E-2	-1.141E-2
10.768	8.811E-2	-1.158E-2
10.801	8.455E-2	-1.188E-2
10.835	8.035E-2	-1.205E-2
10.868	7.577E-2	-1.212E-2
10.901	7.088E-2	-1.230E-2
10.934	6.520E-2	-1.252E-2
10.968	5.942E-2	-1.275E-2
11.001	5.363E-2	-1.282E-2
11.034	4.750E-2	-1.289E-2
11.068	4.134E-2	-1.284E-2
11.101	3.521E-2	-1.283E-2
11.134	2.901E-2	-1.281E-2
11.168	2.311E-2	-1.273E-2
11.201	1.727E-2	-1.261E-2
11.234	1.172E-2	-1.230E-2
11.268	6.708E-3	-1.199E-2
11.301	1.930E-3	-1.175E-2
11.334	-2.327E-3	-1.136E-2
11.368	-6.017E-3	-1.112E-2
11.401	-9.268E-3	-1.081E-2
11.434	-1.202E-2	-1.057E-2
11.467	-1.419E-2	-1.040E-2
11.501	-1.574E-2	-1.033E-2
11.534	-1.672E-2	-1.033E-2
11.567	-1.706E-2	-1.041E-2
11.601	-1.691E-2	-1.050E-2
11.634	-1.605E-2	-1.056E-2
11.667	-1.454E-2	-1.061E-2
11.701	-1.254E-2	-1.069E-2
11.734	-9.816E-3	-1.088E-2
11.767	-6.554E-3	-1.105E-2
11.801	-2.873E-3	-1.129E-2
11.834	1.304E-3	-1.146E-2
11.867	5.905E-3	-1.179E-2
11.901	1.078E-2	-1.202E-2
11.934	1.593E-2	-1.217E-2
11.967	2.153E-2	-1.233E-2
12.000	2.709E-2	-1.248E-2
12.034	3.296E-2	-1.270E-2
12.067	3.885E-2	-1.275E-2
12.100	4.460E-2	-1.279E-2
12.134	5.058E-2	-1.279E-2
12.167	5.639E-2	-1.277E-2
12.200	6.185E-2	-1.271E-2
12.234	6.718E-2	-1.256E-2
12.267	7.218E-2	-1.245E-2
12.300	7.671E-2	-1.229E-2
12.334	8.086E-2	-1.206E-2
12.367	8.447E-2	-1.196E-2
12.400	8.747E-2	-1.189E-2
12.434	8.975E-2	-1.181E-2
12.467	9.163E-2	-1.165E-2
12.500	9.287E-2	-1.139E-2
12.533	9.317E-2	-1.142E-2
12.567	9.294E-2	-1.135E-2
12.600	9.176E-2	-1.144E-2
12.633	9.009E-2	-1.139E-2
12.667	8.782E-2	-1.158E-2
12.700	8.488E-2	-1.178E-2
12.733	8.132E-2	-1.200E-2
12.767	7.720E-2	-1.216E-2
12.800	7.249E-2	-1.255E-2
12.833	6.753E-2	-1.274E-2
12.867	6.210E-2	-1.278E-2
12.900	5.651E-2	-1.286E-2
12.933	5.062E-2	-1.306E-2
12.967	4.441E-2	-1.322E-2
13.000	3.841E-2	-1.334E-2
13.033	3.238E-2	-1.339E-2
13.066	2.641E-2	-1.335E-2
13.100	2.075E-2	-1.316E-2
13.133	1.524E-2	-1.307E-2
13.166	1.003E-2	-1.283E-2
13.200	5.243E-3	-1.270E-2
13.233	7.140E-4	-1.242E-2
13.266	-3.370E-3	-1.224E-2
13.300	-6.981E-3	-1.199E-2
13.333	-9.993E-3	-1.182E-2
13.366	-1.267E-2	-1.157E-2
13.400	-1.487E-2	-1.135E-2
13.433	-1.638E-2	-1.128E-2
13.466	-1.731E-2	-1.124E-2
13.500	-1.762E-2	-1.130E-2
13.533	-1.745E-2	-1.131E-2
13.566	-1.646E-2	-1.135E-2
13.599	-1.491E-2	-1.138E-2
13.633	-1.278E-2	-1.149E-2
13.666	-1.005E-2	-1.177E-2
13.699	-7.034E-3	-1.202E-2
13.733	-3.444E-3	-1.214E-2
13.766	6.855E-4	-1.243E-2
13.799	5.148E-3	-1.270E-2
13.833	9.872E-3	-1.285E-2
13.866	1.509E-2	-1.298E-2
13.899	2.047E-2	-1.300E-2
13.933	2.584E-2	-1.308E-2
13.966	3.148E-2	-1.313E-2
13.999	3.727E-2	-1.328E-2
14.033	4.301E-2	-1.330E-2
14.066	4.885E-2	-1.327E-2
14.099	5.455E-2	-1.324E-2
14.132	6.010E-2	-1.305E-2
14.166	6.549E-2	-1.279E-2
14.199	7.038E-2	-1.268E-2
14.232	7.482E-2	-1.244E-2
14.266	7.922E-2	-1.223E-2
14.299	8.297E-2	-1.202E-2
14.332	8.605E-2	-1.193E-2
14.366	8.845E-2	-1.181E-2
14.399	9.032E-2	-1.182E-2
14.432	9.153E-2	-1.181E-2
14.466	9.209E-2	-1.184E-2
14.499	9.199E-2	-1.189E-2
14.532	9.129E-2	-1.193E-2
14.565	8.986E-2	-1.202E-2
14.599	8.792E-2	-1.206E-2
14.632	8.514E-2	-1.216E-2
14.665	8.159E-2	-1.243E-2
14.699	7.752E-2	-1.270E-2
14.732	7.301E-2	-1.280E-2
14.765	6.812E-2	-1.296E-2
14.799	6.260E-2	-1.330E-2
14.832	5.697E-2	-1.344E-2
14.865	5.124E-2	-1.352E-2
14.899	4.520E-2	-1.355E-2
14.932	3.931E-2	-1.355E-2
14.965	3.336E-2	-1.352E-2
14.999	2.745E-2	-1.348E-2
15.032	2.171E-2	-1.342E-2
15.065	1.602E-2	-1.327E-2
15.098	1.070E-2	-1.307E-2
15.132	5.837E-3	-1.284E-2
15.165	1.157E-3	-1.269E-2
15.198	-3.203E-3	-1.246E-2
15.232	-6.968E-3	-1.222E-2
15.265	-9.991E-3	-1.210E-2
15.298	-1.270E-2	-1.185E-2
15.332	-1.493E-2	-1.183E-2
15.365	-1.636E-2	-1.179E-2
15.398	-1.736E-2	-1.165E-2
15.432	-1.761E-2	-1.171E-2
15.465	-1.735E-2	-1.187E-2
15.498	-1.633E-2	-1.201E-2
