t	x	y
1.923	-1.324E-2	-1.234E-2
1.956	-1.024E-2	-1.238E-2
1.990	-6.992E-3	-1.238E-2
2.023	-3.179E-3	-1.235E-2
2.056	9.147E-4	-1.236E-2
2.089	5.178E-3	-1.238E-2
2.123	9.682E-3	-1.239E-2
2.156	1.450E-2	-1.238E-2
2.189	1.960E-2	-1.237E-2
2.223	2.462E-2	-1.237E-2
2.256	2.992E-2	-1.233E-2
2.289	3.514E-2	-1.232E-2
2.323	4.036E-2	-1.224E-2
2.356	4.554E-2	-1.213E-2
2.389	5.070E-2	-1.204E-2
2.423	5.573E-2	-1.204E-2
2.456	6.031E-2	-1.179E-2
2.489	6.482E-2	-1.161E-2
2.522	6.899E-2	-1.155E-2
2.556	7.288E-2	-1.150E-2
2.589	7.649E-2	-1.144E-2
2.622	7.969E-2	-1.141E-2
2.656	8.245E-2	-1.132E-2
2.689	8.470E-2	-1.140E-2
2.722	8.668E-2	-1.142E-2
2.756	8.807E-2	-1.148E-2
2.789	8.883E-2	-1.154E-2
2.822	8.918E-2	-1.158E-2
2.856	8.901E-2	-1.160E-2
2.889	8.845E-2	-1.166E-2
2.922	8.715E-2	-1.191E-2
2.956	8.532E-2	-1.217E-2
2.989	8.300E-2	-1.236E-2
3.022	8.044E-2	-1.249E-2
3.055	7.733E-2	-1.286E-2
3.089	7.379E-2	-1.313E-2
3.122	6.891E-2	-1.397E-2
3.155	6.474E-2	-1.449E-2
3.189	6.019E-2	-1.471E-2
3.222	5.622E-2	-1.450E-2
3.255	5.127E-2	-1.464E-2
3.289	4.593E-2	-1.474E-2
3.322	4.098E-2	-1.468E-2
3.355	3.559E-2	-1.470E-2
3.389	3.009E-2	-1.476E-2
3.422	2.472E-2	-1.481E-2
3.455	1.968E-2	-1.480E-2
3.489	1.441E-2	-1.476E-2
3.522	9.585E-3	-1.474E-2
3.555	4.972E-3	-1.473E-2
3.588	8.059E-4	-1.472E-2
3.622	-3.231E-3	-1.460E-2
3.655	-6.912E-3	-1.447E-2
3.688	-1.010E-2	-1.436E-2
3.722	-1.303E-2	-1.429E-2
3.755	-1.550E-2	-1.397E-2
3.788	-1.736E-2	-1.393E-2
3.822	-1.879E-2	-1.391E-2
3.855	-1.967E-2	-1.388E-2
3.888	-2.026E-2	-1.381E-2
3.922	-2.025E-2	-1.379E-2
3.955	-1.964E-2	-1.378E-2
3.988	-1.867E-2	-1.378E-2
4.022	-1.716E-2	-1.385E-2
4.055	-1.499E-2	-1.384E-2
4.088	-1.253E-2	-1.385E-2
4.121	-9.667E-3	-1.385E-2
4.155	-6.289E-3	-1.388E-2
4.188	-2.718E-3	-1.389E-2
4.221	1.417E-3	-1.390E-2
4.255	5.665E-3	-1.392E-2
4.288	1.026E-2	-1.391E-2
4.321	1.505E-2	-1.391E-2
4.355	2.001E-2	-1.388E-2
4.388	2.520E-2	-1.386E-2
4.421	3.022E-2	-1.384E-2
4.455	3.556E-2	-1.378E-2
4.488	4.071E-2	-1.375E-2
4.521	4.583E-2	-1.375E-2
4.555	5.089E-2	-1.354E-2
4.588	5.585E-2	-1.339E-2
4.621	6.058E-2	-1.319E-2
4.654	6.401E-2	-1.371E-2
4.688	6.841E-2	-1.385E-2
4.721	7.242E-2	-1.382E-2
4.754	7.680E-2	-1.314E-2
4.788	7.986E-2	-1.298E-2
4.821	8.261E-2	-1.296E-2
4.854	8.516E-2	-1.279E-2
4.888	8.696E-2	-1.290E-2
4.921	8.839E-2	-1.295E-2
4.954	8.929E-2	-1.306E-2
4.988	8.966E-2	-1.315E-2
5.021	8.934E-2	-1.317E-2
5.054	8.857E-2	-1.322E-2
5.088	8.750E-2	-1.336E-2
5.121	8.455E-2	-1.404E-2
5.154	8.227E-2	-1.460E-2
5.187	7.969E-2	-1.475E-2
5.221	7.756E-2	-1.462E-2
5.254	7.417E-2	-1.471E-2
5.287	7.031E-2	-1.487E-2
5.321	6.617E-2	-1.504E-2
5.354	6.164E-2	-1.534E-2
5.387	5.693E-2	-1.549E-2
5.421	5.194E-2	-1.564E-2
5.454	4.670E-2	-1.595E-2
5.487	4.162E-2	-1.606E-2
5.521	3.639E-2	-1.623E-2
5.554	3.096E-2	-1.631E-2
5.587	2.560E-2	-1.632E-2
5.620	2.050E-2	-1.633E-2
5.654	1.524E-2	-1.632E-2
5.687	1.040E-2	-1.631E-2
5.720	5.731E-3	-1.629E-2
5.754	1.461E-3	-1.623E-2
5.787	-2.538E-3	-1.625E-2
5.820	-6.200E-3	-1.616E-2
5.854	-9.469E-3	-1.596E-2
5.887	-1.229E-2	-1.598E-2
5.920	-1.475E-2	-1.592E-2
5.954	-1.667E-2	-1.585E-2
5.987	-1.807E-2	-1.568E-2
6.020	-1.893E-2	-1.560E-2
6.054	-1.955E-2	-1.549E-2
6.087	-1.955E-2	-1.547E-2
6.120	-1.887E-2	-1.547E-2
6.154	-1.798E-2	-1.549E-2
6.187	-1.645E-2	-1.546E-2
6.220	-1.436E-2	-1.546E-2
6.253	-1.189E-2	-1.550E-2
6.287	-9.232E-3	-1.551E-2
6.320	-5.970E-3	-1.550E-2
6.353	-2.314E-3	-1.548E-2
6.387	1.681E-3	-1.551E-2
6.420	5.829E-3	-1.553E-2
6.453	1.035E-2	-1.552E-2
6.487	1.512E-2	-1.550E-2
6.520	1.997E-2	-1.548E-2
6.553	2.504E-2	-1.547E-2
6.587	3.019E-2	-1.545E-2
6.620	3.549E-2	-1.538E-2
6.653	4.059E-2	-1.535E-2
6.686	4.568E-2	-1.518E-2
6.720	5.070E-2	-1.517E-2
6.753	5.569E-2	-1.510E-2
6.786	6.014E-2	-1.480E-2
6.820	6.356E-2	-1.542E-2
6.853	6.789E-2	-1.552E-2
6.886	7.183E-2	-1.542E-2
6.920	7.601E-2	-1.474E-2
6.953	7.906E-2	-1.461E-2
6.986	8.169E-2	-1.457E-2
7.020	8.396E-2	-1.454E-2
7.053	8.586E-2	-1.454E-2
7.086	8.714E-2	-1.465E-2
7.120	8.788E-2	-1.469E-2
7.153	8.836E-2	-1.473E-2
7.186	8.822E-2	-1.475E-2
7.219	8.761E-2	-1.482E-2
7.253	8.630E-2	-1.508E-2
7.286	8.354E-2	-1.561E-2
7.319	8.130E-2	-1.609E-2
7.353	7.862E-2	-1.631E-2
7.386	7.637E-2	-1.618E-2
7.419	7.303E-2	-1.627E-2
7.453	6.904E-2	-1.639E-2
7.486	6.484E-2	-1.652E-2
7.519	6.021E-2	-1.686E-2
7.553	5.547E-2	-1.707E-2
7.586	5.054E-2	-1.716E-2
7.619	4.547E-2	-1.721E-2
7.653	4.016E-2	-1.728E-2
7.686	3.484E-2	-1.741E-2
7.719	2.943E-2	-1.736E-2
7.752	2.410E-2	-1.726E-2
7.786	1.895E-2	-1.719E-2
7.819	1.369E-2	-1.719E-2
7.852	8.828E-3	-1.716E-2
7.886	4.172E-3	-1.711E-2
7.919	-1.389E-4	-1.708E-2
7.952	-4.317E-3	-1.701E-2
7.986	-7.998E-3	-1.696E-2
8.019	-1.124E-2	-1.687E-2
8.052	-1.402E-2	-1.670E-2
8.086	-1.648E-2	-1.664E-2
8.119	-1.849E-2	-1.648E-2
8.152	-2.005E-2	-1.635E-2
8.186	-2.118E-2	-1.631E-2
8.219	-2.176E-2	-1.622E-2
8.252	-2.180E-2	-1.619E-2
8.285	-2.125E-2	-1.623E-2
8.319	-2.035E-2	-1.626E-2
8.352	-1.885E-2	-1.627E-2
8.385	-1.670E-2	-1.626E-2
8.419	-1.422E-2	-1.626E-2
8.452	-1.162E-2	-1.628E-2
8.485	-8.482E-3	-1.629E-2
8.519	-4.763E-3	-1.629E-2
8.552	-7.474E-4	-1.630E-2
8.585	3.358E-3	-1.628E-2
8.619	7.908E-3	-1.629E-2
8.652	1.264E-2	-1.629E-2
8.685	1.751E-2	-1.628E-2
8.719	2.257E-2	-1.623E-2
8.752	2.762E-2	-1.621E-2
8.785	3.268E-2	-1.620E-2
8.818	3.794E-2	-1.614E-2
8.852	4.289E-2	-1.608E-2
8.885	4.801E-2	-1.607E-2
8.918	5.297E-2	-1.590E-2
8.952	5.670E-2	-1.631E-2
8.985	6.115E-2	-1.637E-2
9.018	6.530E-2	-1.626E-2
9.052	7.020E-2	-1.558E-2
9.085	7.357E-2	-1.544E-2
9.118	7.661E-2	-1.540E-2
9.152	7.934E-2	-1.530E-2
9.185	8.149E-2	-1.524E-2
9.218	8.327E-2	-1.536E-2
9.252	8.458E-2	-1.540E-2
9.285	8.539E-2	-1.546E-2
9.318	8.569E-2	-1.550E-2
9.351	8.536E-2	-1.553E-2
9.385	8.459E-2	-1.558E-2
9.418	8.344E-2	-1.565E-2
9.451	8.167E-2	-1.606E-2
9.485	7.939E-2	-1.631E-2
9.518	7.671E-2	-1.636E-2
9.551	7.373E-2	-1.664E-2
9.585	7.026E-2	-1.695E-2
9.618	6.632E-2	-1.713E-2
9.651	6.204E-2	-1.730E-2
9.685	5.753E-2	-1.768E-2
9.718	5.205E-2	-1.837E-2
9.751	4.706E-2	-1.876E-2
9.784	4.205E-2	-1.880E-2
9.818	3.704E-2	-1.880E-2
9.851	3.216E-2	-1.859E-2
9.884	2.687E-2	-1.862E-2
9.918	2.155E-2	-1.867E-2
9.951	1.640E-2	-1.863E-2
9.984	1.119E-2	-1.861E-2
10.018	6.405E-3	-1.860E-2
10.051	1.735E-3	-1.859E-2
10.084	-2.624E-3	-1.856E-2
10.118	-6.621E-3	-1.845E-2
10.151	-1.024E-2	-1.836E-2
10.184	-1.357E-2	-1.823E-2
10.218	-1.638E-2	-1.795E-2
10.251	-1.881E-2	-1.786E-2
10.284	-2.089E-2	-1.780E-2
10.317	-2.256E-2	-1.767E-2
10.351	-2.356E-2	-1.770E-2
10.384	-2.414E-2	-1.766E-2
10.417	-2.420E-2	-1.769E-2
10.451	-2.359E-2	-1.777E-2
10.484	-2.271E-2	-1.780E-2
10.517	-2.121E-2	-1.774E-2
10.551	-1.935E-2	-1.773E-2
10.584	-1.700E-2	-1.769E-2
10.617	-1.415E-2	-1.782E-2
10.651	-1.095E-2	-1.784E-2
10.684	-7.538E-3	-1.785E-2
10.717	-3.690E-3	-1.784E-2
10.751	6.513E-4	-1.786E-2
10.784	5.037E-3	-1.788E-2
10.817	9.682E-3	-1.789E-2
10.850	1.449E-2	-1.788E-2
10.884	1.969E-2	-1.787E-2
10.917	2.469E-2	-1.787E-2
10.950	2.992E-2	-1.779E-2
10.984	3.503E-2	-1.777E-2
11.017	4.010E-2	-1.774E-2
11.050	4.506E-2	-1.765E-2
11.084	4.990E-2	-1.753E-2
11.117	5.460E-2	-1.737E-2
11.150	5.900E-2	-1.717E-2
11.184	6.325E-2	-1.715E-2
11.217	6.716E-2	-1.707E-2
11.250	7.054E-2	-1.704E-2
11.284	7.359E-2	-1.701E-2
11.317	7.633E-2	-1.691E-2
11.350	7.879E-2	-1.698E-2
11.383	8.065E-2	-1.697E-2
11.417	8.204E-2	-1.699E-2
11.450	8.293E-2	-1.703E-2
11.483	8.326E-2	-1.709E-2
11.517	8.300E-2	-1.711E-2
11.550	8.227E-2	-1.718E-2
11.583	8.125E-2	-1.733E-2
11.617	7.963E-2	-1.761E-2
11.650	7.744E-2	-1.785E-2
11.683	7.493E-2	-1.794E-2
11.717	7.191E-2	-1.810E-2
11.750	6.825E-2	-1.851E-2
11.783	6.431E-2	-1.869E-2
11.817	6.013E-2	-1.880E-2
11.850	5.553E-2	-1.919E-2
11.883	5.074E-2	-1.942E-2
11.916	4.586E-2	-1.949E-2
11.950	4.070E-2	-1.959E-2
11.983	3.553E-2	-1.974E-2
12.016	3.019E-2	-1.969E-2
12.050	2.484E-2	-1.969E-2
12.083	1.967E-2	-1.962E-2
12.116	1.445E-2	-1.965E-2
12.150	9.437E-3	-1.955E-2
12.183	4.732E-3	-1.949E-2
12.216	1.029E-4	-1.946E-2
12.250	-4.438E-3	-1.941E-2
12.283	-8.485E-3	-1.935E-2
12.316	-1.208E-2	-1.918E-2
12.350	-1.519E-2	-1.902E-2
12.383	-1.800E-2	-1.874E-2
12.416	-2.044E-2	-1.866E-2
12.449	-2.249E-2	-1.859E-2
12.483	-2.409E-2	-1.854E-2
12.516	-2.510E-2	-1.849E-2
12.549	-2.563E-2	-1.850E-2
12.583	-2.576E-2	-1.849E-2
12.616	-2.518E-2	-1.854E-2
12.649	-2.429E-2	-1.853E-2
12.683	-2.275E-2	-1.856E-2
12.716	-2.077E-2	-1.855E-2
12.749	-1.823E-2	-1.854E-2
12.783	-1.550E-2	-1.858E-2
12.816	-1.240E-2	-1.862E-2
12.849	-8.689E-3	-1.864E-2
12.882	-4.721E-3	-1.864E-2
12.916	-5.781E-4	-1.865E-2
12.949	3.963E-3	-1.865E-2
12.982	8.698E-3	-1.865E-2
13.016	1.349E-2	-1.866E-2
13.049	1.842E-2	-1.866E-2
13.082	2.360E-2	-1.863E-2
13.116	2.865E-2	-1.862E-2
13.149	3.393E-2	-1.859E-2
13.182	3.891E-2	-1.853E-2
13.216	4.379E-2	-1.855E-2
13.249	4.851E-2	-1.846E-2
13.282	5.316E-2	-1.833E-2
13.316	5.768E-2	-1.837E-2
13.349	6.188E-2	-1.816E-2
13.382	6.571E-2	-1.801E-2
13.415	6.937E-2	-1.787E-2
13.449	7.263E-2	-1.784E-2
13.482	7.522E-2	-1.787E-2
13.515	7.749E-2	-1.785E-2
13.549	7.926E-2	-1.787E-2
13.582	8.061E-2	-1.784E-2
13.615	8.146E-2	-1.787E-2
13.649	8.196E-2	-1.786E-2
13.682	8.204E-2	-1.792E-2
13.715	8.139E-2	-1.797E-2
13.749	8.023E-2	-1.806E-2
13.782	7.852E-2	-1.841E-2
13.815	7.642E-2	-1.857E-2
13.849	7.285E-2	-1.927E-2
13.882	6.999E-2	-1.957E-2
13.915	6.651E-2	-1.988E-2
13.948	6.358E-2	-1.970E-2
13.982	5.940E-2	-1.972E-2
14.015	5.512E-2	-1.981E-2
14.048	5.044E-2	-2.004E-2
14.082	4.564E-2	-2.015E-2
14.115	4.048E-2	-2.024E-2
14.148	3.552E-2	-2.029E-2
14.182	3.020E-2	-2.035E-2
14.215	2.490E-2	-2.036E-2
14.248	1.976E-2	-2.032E-2
14.282	1.450E-2	-2.031E-2
14.315	9.550E-3	-2.027E-2
14.348	4.810E-3	-2.026E-2
14.382	2.222E-4	-2.024E-2
14.415	-4.022E-3	-2.020E-2
14.448	-7.955E-3	-2.010E-2
14.481	-1.160E-2	-2.002E-2
14.515	-1.481E-2	-1.998E-2
14.548	-1.760E-2	-1.989E-2
14.581	-1.991E-2	-1.980E-2
14.615	-2.187E-2	-1.949E-2
14.648	-2.343E-2	-1.941E-2
14.681	-2.439E-2	-1.938E-2
14.715	-2.502E-2	-1.936E-2
14.748	-2.504E-2	-1.933E-2
14.781	-2.443E-2	-1.933E-2
14.815	-2.349E-2	-1.938E-2
14.848	-2.196E-2	-1.939E-2
14.881	-2.002E-2	-1.937E-2
14.915	-1.778E-2	-1.941E-2
14.948	-1.497E-2	-1.940E-2
14.981	-1.175E-2	-1.943E-2
15.014	-8.240E-3	-1.944E-2
15.048	-4.440E-3	-1.942E-2
15.081	-7.956E-5	-1.943E-2
15.114	4.233E-3	-1.945E-2
15.148	8.873E-3	-1.945E-2
15.181	1.381E-2	-1.947E-2
15.214	1.881E-2	-1.941E-2
15.248	2.383E-2	-1.942E-2
15.281	2.893E-2	-1.936E-2
15.314	3.413E-2	-1.936E-2
15.348	3.928E-2	-1.934E-2
15.381	4.427E-2	-1.926E-2
15.414	4.909E-2	-1.911E-2
15.448	5.377E-2	-1.924E-2
15.481	5.824E-2	-1.898E-2
15.514	6.245E-2	-1.872E-2
15.547	6.638E-2	-1.869E-2
15.581	6.995E-2	-1.861E-2
15.614	7.291E-2	-1.859E-2
15.647	7.577E-2	-1.849E-2
15.681	7.807E-2	-1.847E-2
