t	x	y
4.891	-4.191E-2	7.895E-4
4.925	-4.107E-2	7.328E-4
4.958	-3.963E-2	4.124E-4
4.991	-3.792E-2	2.555E-4
5.025	-3.555E-2	-1.192E-4
5.058	-3.295E-2	-3.026E-4
5.091	-2.976E-2	-7.245E-4
5.125	-2.648E-2	-8.932E-4
5.158	-2.262E-2	-1.285E-3
5.191	-1.860E-2	-1.710E-3
5.225	-1.449E-2	-1.988E-3
5.258	-9.867E-3	-2.334E-3
5.291	-5.122E-3	-2.713E-3
5.325	-3.834E-4	-2.918E-3
5.358	4.607E-3	-3.323E-3
5.391	9.544E-3	-3.470E-3
5.424	1.459E-2	-3.812E-3
5.458	1.953E-2	-3.955E-3
5.491	2.441E-2	-4.103E-3
5.524	2.920E-2	-4.290E-3
5.558	3.375E-2	-4.378E-3
5.591	3.799E-2	-4.427E-3
5.624	4.198E-2	-4.455E-3
5.658	4.566E-2	-4.477E-3
5.691	4.886E-2	-4.484E-3
5.724	5.169E-2	-4.472E-3
5.758	5.407E-2	-4.452E-3
5.791	5.590E-2	-4.441E-3
5.824	5.716E-2	-4.418E-3
5.858	5.788E-2	-4.410E-3
5.891	5.811E-2	-4.413E-3
5.924	5.768E-2	-4.398E-3
5.957	5.669E-2	-4.396E-3
5.991	5.511E-2	-4.386E-3
6.024	5.305E-2	-4.374E-3
6.057	5.045E-2	-4.373E-3
6.091	4.740E-2	-4.368E-3
6.124	4.397E-2	-4.361E-3
6.157	4.006E-2	-4.323E-3
6.191	3.586E-2	-4.307E-3
6.224	3.142E-2	-4.231E-3
6.257	2.652E-2	-3.994E-3
6.291	2.162E-2	-3.857E-3
6.324	1.656E-2	-3.727E-3
6.357	1.128E-2	-3.447E-3
6.391	6.096E-3	-3.233E-3
6.424	8.213E-4	-2.915E-3
6.457	-4.320E-3	-2.614E-3
6.490	-1.256E-2	-3.079E-3
6.524	-1.912E-2	-2.526E-3
6.557	-2.574E-2	-2.072E-3
6.590	-2.379E-2	-1.105E-3
6.624	-2.821E-2	-7.520E-4
6.657	-3.224E-2	-3.327E-4
6.690	-3.600E-2	7.309E-5
6.724	-3.939E-2	3.848E-4
6.757	-4.243E-2	7.009E-4
6.790	-4.507E-2	8.942E-4
6.824	-4.725E-2	1.141E-3
6.857	-4.892E-2	1.300E-3
6.890	-5.010E-2	1.397E-3
6.923	-5.074E-2	1.399E-3
6.957	-5.098E-2	1.369E-3
6.990	-5.078E-2	1.305E-3
7.023	-5.000E-2	1.264E-3
7.057	-4.877E-2	1.048E-3
7.090	-4.717E-2	8.218E-4
7.123	-4.503E-2	6.500E-4
7.157	-4.252E-2	2.893E-4
7.190	-3.953E-2	-1.626E-5
7.223	-3.619E-2	-3.448E-4
7.257	-3.253E-2	-7.790E-4
7.290	-2.859E-2	-1.246E-3
7.323	-2.435E-2	-1.677E-3
7.357	-1.984E-2	-2.061E-3
7.390	-1.520E-2	-2.380E-3
7.423	-1.050E-2	-2.819E-3
7.456	-5.691E-3	-3.203E-3
7.490	-7.085E-4	-3.440E-3
7.523	4.156E-3	-3.831E-3
7.556	9.058E-3	-4.004E-3
7.590	1.386E-2	-4.324E-3
7.623	1.854E-2	-4.453E-3
7.656	2.289E-2	-4.695E-3
7.690	2.705E-2	-4.893E-3
7.723	3.099E-2	-4.946E-3
7.756	3.460E-2	-5.017E-3
7.790	3.780E-2	-5.045E-3
7.823	4.055E-2	-5.075E-3
7.856	4.286E-2	-5.028E-3
7.890	4.473E-2	-5.017E-3
7.923	4.605E-2	-4.968E-3
7.956	4.683E-2	-4.956E-3
7.989	4.708E-2	-4.925E-3
8.023	4.675E-2	-4.923E-3
8.056	4.595E-2	-4.883E-3
8.089	4.462E-2	-4.893E-3
8.123	4.271E-2	-4.861E-3
8.156	4.035E-2	-4.708E-3
8.189	3.773E-2	-4.589E-3
8.223	3.453E-2	-4.437E-3
8.256	3.095E-2	-4.350E-3
8.289	2.700E-2	-4.240E-3
8.323	2.286E-2	-4.034E-3
8.356	1.824E-2	-3.853E-3
8.389	1.360E-2	-3.596E-3
8.423	8.641E-3	-3.297E-3
8.456	3.755E-3	-2.987E-3
8.489	-1.348E-3	-2.679E-3
8.522	-6.455E-3	-2.335E-3
8.556	-1.142E-2	-1.934E-3
8.589	-1.628E-2	-1.544E-3
8.622	-2.108E-2	-1.063E-3
8.656	-2.588E-2	-7.390E-4
8.689	-3.046E-2	-2.858E-4
8.722	-3.481E-2	1.629E-4
8.756	-3.889E-2	5.929E-4
8.789	-4.258E-2	9.631E-4
8.822	-4.600E-2	1.311E-3
8.856	-4.908E-2	1.687E-3
8.889	-5.154E-2	1.897E-3
8.922	-5.366E-2	2.177E-3
8.956	-5.523E-2	2.348E-3
8.989	-5.639E-2	2.401E-3
9.022	-5.719E-2	2.418E-3
9.055	-5.747E-2	2.415E-3
9.089	-5.721E-2	2.367E-3
9.122	-5.657E-2	2.311E-3
9.155	-5.541E-2	2.202E-3
9.189	-5.380E-2	1.868E-3
9.222	-5.175E-2	1.723E-3
9.255	-4.925E-2	1.331E-3
9.289	-4.626E-2	9.261E-4
9.322	-4.300E-2	6.557E-4
9.355	-3.938E-2	2.462E-4
9.389	-3.535E-2	-2.216E-4
9.422	-3.113E-2	-7.029E-4
9.455	-2.663E-2	-1.149E-3
9.489	-2.195E-2	-1.564E-3
9.522	-1.725E-2	-1.907E-3
9.555	-1.246E-2	-2.324E-3
9.588	-7.584E-3	-2.734E-3
9.622	-2.716E-3	-2.974E-3
9.655	2.115E-3	-3.313E-3
9.688	6.819E-3	-3.482E-3
9.722	1.144E-2	-3.799E-3
9.755	1.585E-2	-3.918E-3
9.788	2.009E-2	-4.048E-3
9.822	2.399E-2	-4.199E-3
9.855	2.751E-2	-4.383E-3
9.888	3.072E-2	-4.429E-3
9.922	3.352E-2	-4.451E-3
9.955	3.592E-2	-4.458E-3
9.988	3.782E-2	-4.462E-3
10.021	3.930E-2	-4.446E-3
10.055	4.030E-2	-4.438E-3
10.088	4.076E-2	-4.427E-3
10.121	4.077E-2	-4.419E-3
10.155	4.010E-2	-4.403E-3
10.188	3.892E-2	-4.383E-3
10.221	3.732E-2	-4.339E-3
10.255	3.522E-2	-4.291E-3
10.288	3.267E-2	-4.199E-3
10.321	2.967E-2	-4.108E-3
10.355	2.630E-2	-3.917E-3
10.388	2.260E-2	-3.829E-3
10.421	1.860E-2	-3.686E-3
10.455	1.431E-2	-3.457E-3
10.488	9.848E-3	-3.285E-3
10.521	5.143E-3	-2.938E-3
10.554	3.523E-4	-2.763E-3
10.588	-4.588E-3	-2.385E-3
10.621	-9.512E-3	-2.047E-3
10.654	-1.422E-2	-1.677E-3
10.688	-1.898E-2	-1.283E-3
10.721	-2.378E-2	-8.296E-4
10.754	-2.847E-2	-3.614E-4
10.788	-3.290E-2	8.910E-5
10.821	-3.703E-2	5.132E-4
10.854	-4.100E-2	8.330E-4
10.888	-4.462E-2	1.267E-3
10.921	-4.793E-2	1.639E-3
10.954	-5.078E-2	1.954E-3
10.988	-5.333E-2	2.278E-3
11.021	-5.541E-2	2.438E-3
11.054	-5.713E-2	2.680E-3
11.087	-5.828E-2	2.802E-3
11.121	-5.897E-2	2.864E-3
11.154	-5.926E-2	2.858E-3
11.187	-5.910E-2	2.861E-3
11.221	-5.835E-2	2.783E-3
11.254	-5.715E-2	2.612E-3
11.287	-5.554E-2	2.363E-3
11.321	-5.350E-2	2.204E-3
11.354	-5.097E-2	1.844E-3
11.387	-4.809E-2	1.471E-3
11.421	-4.490E-2	1.117E-3
11.454	-4.123E-2	7.441E-4
11.487	-3.728E-2	2.923E-4
11.521	-3.307E-2	-2.103E-4
11.554	-2.867E-2	-6.803E-4
11.587	-2.400E-2	-1.124E-3
11.620	-1.930E-2	-1.459E-3
11.654	-1.454E-2	-1.844E-3
11.687	-9.681E-3	-2.269E-3
11.720	-4.818E-3	-2.639E-3
11.754	5.796E-5	-2.905E-3
11.787	4.800E-3	-3.281E-3
11.820	9.423E-3	-3.490E-3
11.854	1.389E-2	-3.745E-3
11.887	1.814E-2	-3.900E-3
11.920	2.218E-2	-4.006E-3
11.954	2.585E-2	-4.124E-3
11.987	2.918E-2	-4.206E-3
12.020	3.214E-2	-4.333E-3
12.054	3.469E-2	-4.388E-3
12.087	3.677E-2	-4.418E-3
12.120	3.837E-2	-4.428E-3
12.153	3.947E-2	-4.433E-3
12.187	4.003E-2	-4.421E-3
12.220	4.004E-2	-4.419E-3
12.253	3.953E-2	-4.395E-3
12.287	3.853E-2	-4.390E-3
12.320	3.705E-2	-4.366E-3
12.353	3.511E-2	-4.318E-3
12.387	3.271E-2	-4.298E-3
12.420	2.990E-2	-4.169E-3
12.453	2.671E-2	-4.057E-3
12.487	2.324E-2	-3.906E-3
12.520	1.933E-2	-3.814E-3
12.553	1.513E-2	-3.525E-3
12.587	1.078E-2	-3.347E-3
12.620	6.199E-3	-3.082E-3
12.653	1.468E-3	-2.818E-3
12.686	-3.329E-3	-2.472E-3
12.720	-8.190E-3	-2.232E-3
12.753	-1.298E-2	-1.834E-3
12.786	-1.769E-2	-1.430E-3
12.820	-2.232E-2	-1.081E-3
12.853	-2.697E-2	-7.521E-4
12.886	-3.142E-2	-3.091E-4
12.920	-3.551E-2	1.352E-4
12.953	-3.944E-2	5.155E-4
12.986	-4.308E-2	8.049E-4
13.020	-4.635E-2	1.208E-3
13.053	-4.928E-2	1.452E-3
13.086	-5.185E-2	1.756E-3
13.120	-5.395E-2	1.917E-3
13.153	-5.560E-2	2.123E-3
13.186	-5.676E-2	2.312E-3
13.219	-5.752E-2	2.346E-3
13.253	-5.773E-2	2.350E-3
13.286	-5.757E-2	2.335E-3
13.319	-5.683E-2	2.285E-3
13.353	-5.562E-2	2.025E-3
13.386	-5.401E-2	1.811E-3
13.419	-5.193E-2	1.533E-3
13.453	-4.943E-2	1.203E-3
13.486	-4.654E-2	7.962E-4
13.519	-4.325E-2	3.933E-4
13.553	-3.960E-2	-6.928E-6
13.586	-3.563E-2	-4.316E-4
13.619	-3.142E-2	-8.333E-4
13.652	-2.693E-2	-1.279E-3
13.686	-2.224E-2	-1.741E-3
13.719	-1.747E-2	-2.151E-3
13.752	-1.268E-2	-2.501E-3
13.786	-7.692E-3	-2.857E-3
13.819	-2.713E-3	-3.248E-3
13.852	2.183E-3	-3.494E-3
13.886	7.085E-3	-3.821E-3
13.919	1.184E-2	-4.005E-3
13.952	1.643E-2	-4.267E-3
13.986	2.082E-2	-4.424E-3
14.019	2.492E-2	-4.559E-3
14.052	2.870E-2	-4.642E-3
14.086	3.207E-2	-4.711E-3
14.119	3.518E-2	-4.862E-3
14.152	3.788E-2	-4.928E-3
14.185	4.012E-2	-4.960E-3
14.219	4.183E-2	-4.941E-3
14.252	4.313E-2	-4.974E-3
14.285	4.384E-2	-4.924E-3
14.319	4.413E-2	-4.954E-3
14.352	4.381E-2	-4.956E-3
14.385	4.297E-2	-4.906E-3
14.419	4.156E-2	-4.914E-3
14.452	3.975E-2	-4.864E-3
14.485	3.740E-2	-4.867E-3
14.519	3.467E-2	-4.782E-3
14.552	3.152E-2	-4.692E-3
14.585	2.815E-2	-4.534E-3
14.619	2.428E-2	-4.402E-3
14.652	2.015E-2	-4.312E-3
14.685	1.592E-2	-4.007E-3
14.718	1.135E-2	-3.848E-3
14.752	6.735E-3	-3.546E-3
14.785	1.901E-3	-3.308E-3
14.818	-2.806E-3	-2.941E-3
14.852	-7.695E-3	-2.712E-3
14.885	-1.241E-2	-2.349E-3
14.918	-1.703E-2	-1.912E-3
14.952	-2.163E-2	-1.603E-3
14.985	-2.605E-2	-1.273E-3
15.018	-3.019E-2	-8.288E-4
15.052	-3.412E-2	-4.399E-4
15.085	-3.782E-2	-1.420E-4
15.118	-4.112E-2	2.408E-4
15.152	-4.407E-2	5.615E-4
15.185	-4.668E-2	8.113E-4
15.218	-4.880E-2	1.081E-3
15.251	-5.047E-2	1.288E-3
15.285	-5.175E-2	1.316E-3
15.318	-5.256E-2	1.360E-3
15.351	-5.289E-2	1.332E-3
15.385	-5.271E-2	1.298E-3
15.418	-5.195E-2	1.245E-3
