t	x	y
7.113	1.232E-2	9.583E-3
7.146	1.516E-2	9.741E-3
7.179	1.765E-2	9.786E-3
7.213	1.971E-2	9.939E-3
7.246	2.140E-2	9.962E-3
7.279	2.257E-2	1.005E-2
7.313	2.322E-2	9.941E-3
7.346	2.357E-2	1.003E-2
7.379	2.324E-2	9.872E-3
7.413	2.256E-2	9.910E-3
7.446	2.142E-2	9.869E-3
7.479	1.972E-2	9.817E-3
7.513	1.769E-2	9.770E-3
7.546	1.514E-2	9.773E-3
7.579	1.231E-2	9.770E-3
7.613	9.176E-3	9.830E-3
7.646	5.603E-3	9.648E-3
7.679	1.681E-3	9.586E-3
7.712	-2.492E-3	9.698E-3
7.746	-6.884E-3	9.603E-3
7.779	-1.147E-2	9.650E-3
7.812	-1.610E-2	9.761E-3
7.846	-2.101E-2	9.885E-3
7.879	-2.589E-2	9.849E-3
7.912	-3.089E-2	9.872E-3
7.946	-3.586E-2	9.923E-3
7.979	-4.078E-2	9.962E-3
8.012	-4.550E-2	1.020E-2
8.046	-5.011E-2	1.040E-2
8.079	-5.453E-2	1.052E-2
8.112	-5.892E-2	1.061E-2
8.145	-6.292E-2	1.078E-2
8.179	-6.657E-2	1.100E-2
8.212	-7.000E-2	1.107E-2
8.245	-7.316E-2	1.114E-2
8.279	-7.570E-2	1.135E-2
8.312	-7.792E-2	1.154E-2
8.345	-7.978E-2	1.160E-2
8.379	-8.123E-2	1.158E-2
8.412	-8.208E-2	1.166E-2
8.445	-8.118E-2	1.183E-2
8.479	-8.050E-2	1.181E-2
8.512	-8.174E-2	1.149E-2
8.545	-8.079E-2	1.151E-2
8.579	-7.945E-2	1.135E-2
8.612	-7.773E-2	1.119E-2
8.645	-7.554E-2	1.101E-2
8.678	-7.280E-2	1.093E-2
8.712	-6.982E-2	1.067E-2
8.745	-6.637E-2	1.043E-2
8.778	-6.251E-2	1.033E-2
8.812	-5.848E-2	1.018E-2
8.845	-5.428E-2	9.977E-3
8.878	-4.969E-2	9.790E-3
8.912	-4.495E-2	9.733E-3
8.945	-4.003E-2	9.536E-3
8.978	-3.505E-2	9.359E-3
9.012	-2.996E-2	9.306E-3
9.045	-2.481E-2	9.256E-3
9.078	-1.971E-2	9.246E-3
9.112	-1.465E-2	9.312E-3
9.145	-9.921E-3	9.241E-3
9.178	-5.233E-3	9.271E-3
9.211	-7.356E-4	9.328E-3
9.245	3.379E-3	9.316E-3
9.278	7.303E-3	9.423E-3
9.311	1.111E-2	9.633E-3
9.345	1.439E-2	9.815E-3
9.378	1.736E-2	9.868E-3
9.411	1.993E-2	9.909E-3
9.445	2.194E-2	1.005E-2
9.478	2.365E-2	1.005E-2
9.511	2.486E-2	1.005E-2
9.545	2.556E-2	9.911E-3
9.578	2.589E-2	1.001E-2
9.611	2.560E-2	9.872E-3
9.645	2.489E-2	9.929E-3
9.678	2.375E-2	9.854E-3
9.711	2.218E-2	9.759E-3
9.744	2.027E-2	9.819E-3
9.778	1.784E-2	9.804E-3
9.811	1.503E-2	9.773E-3
9.844	1.191E-2	9.641E-3
9.878	8.298E-3	9.691E-3
9.911	4.487E-3	9.661E-3
9.944	4.478E-4	9.698E-3
9.978	-3.910E-3	9.733E-3
10.011	-8.408E-3	9.689E-3
10.044	-1.284E-2	9.729E-3
10.078	-1.763E-2	9.778E-3
10.111	-2.251E-2	9.810E-3
10.144	-2.738E-2	9.825E-3
10.178	-3.239E-2	9.946E-3
10.211	-3.713E-2	9.986E-3
10.244	-4.188E-2	1.013E-2
10.277	-4.647E-2	1.032E-2
10.311	-5.074E-2	1.041E-2
10.344	-5.489E-2	1.047E-2
10.377	-5.884E-2	1.058E-2
10.411	-6.238E-2	1.072E-2
10.444	-6.580E-2	1.096E-2
10.477	-6.875E-2	1.101E-2
10.511	-7.136E-2	1.115E-2
10.544	-7.359E-2	1.117E-2
10.577	-7.539E-2	1.116E-2
10.611	-7.675E-2	1.120E-2
10.644	-7.750E-2	1.126E-2
10.677	-7.782E-2	1.140E-2
10.710	-7.781E-2	1.124E-2
10.744	-7.723E-2	1.107E-2
10.777	-7.616E-2	1.101E-2
10.810	-7.457E-2	1.088E-2
10.844	-7.272E-2	1.064E-2
10.877	-7.038E-2	1.044E-2
10.910	-6.757E-2	1.032E-2
10.944	-6.432E-2	1.003E-2
10.977	-6.081E-2	9.817E-3
11.010	-5.690E-2	9.536E-3
11.044	-5.273E-2	9.273E-3
11.077	-4.831E-2	9.124E-3
11.110	-4.365E-2	8.850E-3
11.144	-3.886E-2	8.650E-3
11.177	-3.394E-2	8.572E-3
11.210	-2.884E-2	8.490E-3
11.243	-2.366E-2	8.319E-3
11.277	-1.850E-2	8.240E-3
11.310	-1.338E-2	8.177E-3
11.343	-8.390E-3	8.143E-3
11.377	-3.472E-3	8.173E-3
11.410	1.140E-3	8.168E-3
11.443	5.668E-3	8.178E-3
11.477	9.912E-3	8.284E-3
11.510	1.404E-2	8.209E-3
11.543	1.775E-2	8.229E-3
11.577	2.110E-2	8.360E-3
11.610	2.403E-2	8.509E-3
11.643	2.663E-2	8.631E-3
11.677	2.876E-2	8.726E-3
11.710	3.044E-2	8.815E-3
11.743	3.169E-2	8.807E-3
11.776	3.234E-2	8.887E-3
11.810	3.266E-2	8.797E-3
11.843	3.249E-2	8.864E-3
11.876	3.174E-2	8.781E-3
11.910	3.062E-2	8.734E-3
11.943	2.893E-2	8.701E-3
11.976	2.699E-2	8.648E-3
12.010	2.448E-2	8.687E-3
12.043	2.163E-2	8.676E-3
12.076	1.849E-2	8.607E-3
12.110	1.498E-2	8.578E-3
12.143	1.114E-2	8.536E-3
12.176	7.077E-3	8.542E-3
12.210	2.768E-3	8.539E-3
12.243	-1.687E-3	8.539E-3
12.276	-6.406E-3	8.556E-3
12.309	-1.120E-2	8.635E-3
12.343	-1.604E-2	8.689E-3
12.376	-2.090E-2	8.678E-3
12.409	-2.582E-2	8.761E-3
12.443	-3.056E-2	8.841E-3
12.476	-3.514E-2	8.856E-3
12.509	-3.965E-2	8.912E-3
12.543	-4.409E-2	9.149E-3
12.576	-4.820E-2	9.273E-3
12.609	-5.201E-2	9.379E-3
12.643	-5.559E-2	9.480E-3
12.676	-5.894E-2	9.729E-3
12.709	-6.183E-2	9.836E-3
12.743	-6.423E-2	9.866E-3
12.776	-6.631E-2	9.977E-3
12.809	-6.797E-2	1.011E-2
12.842	-6.923E-2	9.964E-3
12.876	-6.997E-2	9.859E-3
12.909	-7.032E-2	9.924E-3
12.942	-7.025E-2	9.916E-3
12.976	-6.972E-2	9.857E-3
13.009	-6.868E-2	9.781E-3
13.042	-6.702E-2	9.537E-3
13.076	-6.513E-2	9.387E-3
13.109	-6.280E-2	9.228E-3
13.142	-6.010E-2	9.103E-3
13.176	-5.673E-2	8.841E-3
13.209	-5.324E-2	8.663E-3
13.242	-4.938E-2	8.491E-3
13.276	-4.500E-2	8.242E-3
13.309	-4.060E-2	8.117E-3
13.342	-3.597E-2	7.976E-3
13.375	-3.097E-2	7.747E-3
13.409	-2.605E-2	7.578E-3
13.442	-2.094E-2	7.480E-3
13.475	-1.581E-2	7.404E-3
13.509	-1.052E-2	7.362E-3
13.542	-5.382E-3	7.454E-3
13.575	-4.252E-4	7.393E-3
13.609	4.492E-3	7.507E-3
13.642	9.225E-3	7.537E-3
13.675	1.384E-2	7.562E-3
13.709	1.811E-2	7.587E-3
13.742	2.204E-2	7.611E-3
13.775	2.565E-2	7.667E-3
13.809	2.889E-2	7.724E-3
13.842	3.174E-2	7.777E-3
13.875	3.414E-2	7.765E-3
13.908	3.620E-2	7.820E-3
13.942	3.781E-2	7.836E-3
13.975	3.898E-2	8.040E-3
14.008	3.968E-2	8.065E-3
14.042	3.978E-2	8.057E-3
14.075	3.946E-2	8.091E-3
14.108	3.862E-2	8.086E-3
14.142	3.741E-2	8.102E-3
14.175	3.572E-2	8.095E-3
14.208	3.356E-2	8.063E-3
14.242	3.106E-2	8.060E-3
14.275	2.818E-2	8.037E-3
14.308	2.487E-2	7.997E-3
14.341	2.128E-2	8.006E-3
14.375	1.736E-2	8.004E-3
14.408	1.319E-2	7.954E-3
14.441	8.823E-3	8.001E-3
14.475	4.219E-3	8.009E-3
14.508	-5.474E-4	8.031E-3
14.541	-5.446E-3	8.074E-3
14.575	-1.039E-2	8.122E-3
14.608	-1.535E-2	8.159E-3
14.641	-2.021E-2	8.216E-3
14.675	-2.500E-2	8.267E-3
14.708	-2.976E-2	8.392E-3
14.741	-3.437E-2	8.553E-3
14.775	-3.880E-2	8.685E-3
14.808	-4.301E-2	8.757E-3
14.841	-4.690E-2	9.028E-3
14.874	-5.050E-2	9.213E-3
14.908	-5.385E-2	9.335E-3
14.941	-5.677E-2	9.408E-3
14.974	-5.923E-2	9.508E-3
15.008	-6.134E-2	9.650E-3
15.041	-6.301E-2	9.804E-3
15.074	-6.421E-2	9.821E-3
15.108	-6.503E-2	9.833E-3
15.141	-6.536E-2	9.829E-3
15.174	-6.527E-2	9.808E-3
15.208	-6.470E-2	9.786E-3
15.241	-6.362E-2	9.692E-3
15.274	-6.207E-2	9.536E-3
15.308	-6.016E-2	9.314E-3
15.341	-5.783E-2	9.241E-3
15.374	-5.501E-2	9.053E-3
15.407	-5.173E-2	8.834E-3
15.441	-4.823E-2	8.674E-3
15.474	-4.436E-2	8.485E-3
15.507	-4.022E-2	8.278E-3
15.541	-3.575E-2	8.139E-3
