t	x	y
3.594	9.565E-2	-2.121E-3
3.628	9.446E-2	-2.166E-3
3.661	9.256E-2	-2.224E-3
3.694	8.978E-2	-2.469E-3
3.728	8.633E-2	-2.715E-3
3.761	8.203E-2	-3.051E-3
3.794	7.736E-2	-3.282E-3
3.827	7.185E-2	-3.603E-3
3.861	6.610E-2	-3.888E-3
3.894	5.970E-2	-4.168E-3
3.927	5.323E-2	-4.423E-3
3.961	4.641E-2	-4.555E-3
3.994	3.962E-2	-4.545E-3
4.027	3.261E-2	-4.476E-3
4.061	2.545E-2	-4.463E-3
4.094	1.829E-2	-4.379E-3
4.127	1.117E-2	-4.292E-3
4.161	4.278E-3	-4.181E-3
4.194	-2.432E-3	-3.895E-3
4.227	-8.630E-3	-3.614E-3
4.260	-1.474E-2	-3.266E-3
4.294	-2.047E-2	-2.845E-3
4.327	-2.555E-2	-2.513E-3
4.360	-3.039E-2	-2.160E-3
4.394	-3.449E-2	-1.841E-3
4.427	-3.829E-2	-1.541E-3
4.460	-4.120E-2	-1.287E-3
4.494	-4.373E-2	-1.076E-3
4.527	-4.533E-2	-9.244E-4
4.560	-4.635E-2	-8.855E-4
4.594	-4.681E-2	-8.292E-4
4.627	-4.666E-2	-8.823E-4
4.660	-4.582E-2	-9.584E-4
4.694	-4.427E-2	-1.029E-3
4.727	-4.196E-2	-1.270E-3
4.760	-3.921E-2	-1.561E-3
4.793	-3.564E-2	-1.922E-3
4.827	-3.177E-2	-2.218E-3
4.860	-2.718E-2	-2.630E-3
4.893	-2.223E-2	-2.936E-3
4.927	-1.673E-2	-3.197E-3
4.960	-1.089E-2	-3.492E-3
4.993	-4.661E-3	-3.755E-3
5.027	1.769E-3	-3.950E-3
5.060	8.467E-3	-4.203E-3
5.093	1.520E-2	-4.354E-3
5.127	2.209E-2	-4.392E-3
5.160	2.900E-2	-4.384E-3
5.193	3.591E-2	-4.337E-3
5.227	4.274E-2	-4.274E-3
5.260	4.938E-2	-4.206E-3
5.293	5.579E-2	-4.006E-3
5.326	6.178E-2	-3.677E-3
5.360	6.728E-2	-3.593E-3
5.393	7.236E-2	-3.276E-3
5.426	7.685E-2	-3.176E-3
5.460	8.067E-2	-2.952E-3
5.493	8.380E-2	-2.710E-3
5.526	8.613E-2	-2.635E-3
5.560	8.763E-2	-2.595E-3
5.593	8.835E-2	-2.623E-3
5.626	8.827E-2	-2.645E-3
5.660	8.751E-2	-2.691E-3
5.693	8.587E-2	-2.725E-3
5.726	8.340E-2	-2.928E-3
5.760	8.007E-2	-3.159E-3
5.793	7.625E-2	-3.290E-3
5.826	7.156E-2	-3.569E-3
5.859	6.639E-2	-3.829E-3
5.893	6.061E-2	-4.067E-3
5.926	5.436E-2	-4.336E-3
5.959	4.775E-2	-4.441E-3
5.993	4.084E-2	-4.617E-3
6.026	3.376E-2	-4.600E-3
6.059	2.668E-2	-4.556E-3
6.093	1.949E-2	-4.494E-3
6.126	1.241E-2	-4.399E-3
6.159	5.547E-3	-4.241E-3
6.193	-6.964E-4	-4.014E-3
6.226	-6.862E-3	-3.653E-3
6.259	-1.328E-2	-3.228E-3
6.293	-1.978E-2	-2.734E-3
6.326	-2.585E-2	-2.197E-3
6.359	-3.162E-2	-1.659E-3
6.392	-3.679E-2	-1.142E-3
6.426	-4.143E-2	-7.222E-4
6.459	-4.542E-2	-4.116E-4
6.492	-4.881E-2	-5.873E-6
6.526	-5.152E-2	2.499E-4
6.559	-5.370E-2	5.973E-4
6.592	-5.520E-2	7.352E-4
6.626	-5.608E-2	7.625E-4
6.659	-5.614E-2	7.452E-4
6.692	-5.557E-2	7.218E-4
6.726	-5.432E-2	6.651E-4
6.759	-5.254E-2	4.805E-4
6.792	-4.989E-2	1.991E-4
6.825	-4.686E-2	6.571E-5
6.859	-4.303E-2	-3.803E-4
6.892	-3.891E-2	-6.569E-4
6.925	-3.403E-2	-1.042E-3
6.959	-2.869E-2	-1.501E-3
6.992	-2.291E-2	-1.936E-3
7.025	-1.694E-2	-2.385E-3
7.059	-1.044E-2	-2.741E-3
7.092	-3.864E-3	-3.125E-3
7.125	2.463E-3	-3.381E-3
7.159	9.314E-3	-3.632E-3
7.192	1.626E-2	-3.815E-3
7.225	2.323E-2	-3.862E-3
7.259	3.001E-2	-3.830E-3
7.292	3.665E-2	-3.738E-3
7.325	4.315E-2	-3.727E-3
7.358	4.925E-2	-3.655E-3
7.392	5.508E-2	-3.468E-3
7.425	6.026E-2	-3.222E-3
7.458	6.503E-2	-3.069E-3
7.492	6.932E-2	-2.827E-3
7.525	7.285E-2	-2.664E-3
7.558	7.567E-2	-2.585E-3
7.592	7.775E-2	-2.506E-3
7.625	7.919E-2	-2.543E-3
7.658	7.970E-2	-2.597E-3
7.692	7.945E-2	-2.631E-3
7.725	7.851E-2	-2.684E-3
7.758	7.669E-2	-2.733E-3
7.792	7.415E-2	-2.873E-3
7.825	7.067E-2	-3.110E-3
7.858	6.669E-2	-3.303E-3
7.891	6.199E-2	-3.561E-3
7.925	5.680E-2	-3.808E-3
7.958	5.100E-2	-3.966E-3
7.991	4.478E-2	-4.131E-3
8.025	3.829E-2	-4.329E-3
8.058	3.153E-2	-4.383E-3
8.091	2.460E-2	-4.406E-3
8.125	1.746E-2	-4.321E-3
8.158	1.031E-2	-4.206E-3
8.191	3.315E-3	-3.918E-3
8.225	-2.833E-3	-3.527E-3
8.258	-9.331E-3	-2.952E-3
8.291	-1.615E-2	-2.448E-3
8.325	-2.260E-2	-2.053E-3
8.358	-2.868E-2	-1.574E-3
8.391	-3.439E-2	-1.039E-3
8.424	-3.963E-2	-5.450E-4
8.458	-4.424E-2	-5.152E-5
8.491	-4.841E-2	3.542E-4
8.524	-5.203E-2	7.120E-4
8.558	-5.495E-2	1.065E-3
8.591	-5.728E-2	1.350E-3
8.624	-5.894E-2	1.500E-3
8.658	-5.986E-2	1.598E-3
8.691	-6.027E-2	1.725E-3
8.724	-5.999E-2	1.782E-3
8.758	-5.898E-2	1.732E-3
8.791	-5.737E-2	1.466E-3
8.824	-5.492E-2	1.243E-3
8.858	-5.199E-2	7.692E-4
8.891	-4.835E-2	4.448E-4
8.924	-4.433E-2	1.435E-4
8.957	-3.970E-2	-3.254E-4
8.991	-3.459E-2	-8.220E-4
9.024	-2.898E-2	-1.352E-3
9.057	-2.294E-2	-1.856E-3
9.091	-1.664E-2	-2.270E-3
9.124	-9.984E-3	-2.673E-3
9.157	-3.406E-3	-3.112E-3
9.191	3.115E-3	-3.450E-3
9.224	9.895E-3	-3.715E-3
9.257	1.691E-2	-3.858E-3
9.291	2.395E-2	-3.940E-3
9.324	3.076E-2	-3.965E-3
9.357	3.741E-2	-3.889E-3
9.391	4.378E-2	-3.823E-3
9.424	4.981E-2	-3.700E-3
9.457	5.543E-2	-3.538E-3
9.490	6.083E-2	-3.374E-3
9.524	6.552E-2	-3.178E-3
9.557	6.968E-2	-2.953E-3
9.590	7.299E-2	-2.686E-3
9.624	7.561E-2	-2.573E-3
9.657	7.755E-2	-2.559E-3
9.690	7.862E-2	-2.580E-3
9.724	7.896E-2	-2.600E-3
9.757	7.859E-2	-2.656E-3
9.790	7.740E-2	-2.695E-3
9.824	7.536E-2	-2.792E-3
9.857	7.252E-2	-2.981E-3
9.890	6.906E-2	-3.233E-3
9.924	6.499E-2	-3.351E-3
9.957	6.025E-2	-3.682E-3
9.990	5.508E-2	-3.831E-3
10.023	4.926E-2	-3.949E-3
10.057	4.308E-2	-4.188E-3
10.090	3.660E-2	-4.349E-3
10.123	3.001E-2	-4.431E-3
10.157	2.321E-2	-4.431E-3
10.190	1.627E-2	-4.354E-3
10.223	9.264E-3	-4.255E-3
10.257	2.457E-3	-4.003E-3
10.290	-3.740E-3	-3.616E-3
10.323	-1.021E-2	-3.201E-3
10.357	-1.662E-2	-2.729E-3
10.390	-2.263E-2	-2.253E-3
10.423	-2.838E-2	-1.812E-3
10.456	-3.377E-2	-1.267E-3
10.490	-3.859E-2	-8.470E-4
10.523	-4.291E-2	-4.389E-4
10.556	-4.669E-2	-2.355E-5
10.590	-4.982E-2	2.347E-4
10.623	-5.243E-2	5.903E-4
10.656	-5.433E-2	7.428E-4
10.690	-5.551E-2	8.302E-4
10.723	-5.603E-2	8.992E-4
10.756	-5.594E-2	8.039E-4
10.790	-5.527E-2	7.232E-4
10.823	-5.379E-2	6.506E-4
10.856	-5.174E-2	3.790E-4
10.890	-4.914E-2	1.033E-4
10.923	-4.579E-2	-2.834E-4
10.956	-4.198E-2	-5.888E-4
10.989	-3.744E-2	-9.811E-4
11.023	-3.236E-2	-1.466E-3
11.056	-2.678E-2	-1.986E-3
11.089	-2.080E-2	-2.414E-3
11.123	-1.466E-2	-2.875E-3
11.156	-8.074E-3	-3.245E-3
11.189	-1.369E-3	-3.575E-3
11.223	5.419E-3	-3.811E-3
11.256	1.248E-2	-3.962E-3
11.289	1.962E-2	-3.983E-3
11.323	2.680E-2	-3.978E-3
11.356	3.382E-2	-3.852E-3
11.389	4.078E-2	-3.784E-3
11.423	4.756E-2	-3.692E-3
11.456	5.430E-2	-3.523E-3
11.489	6.050E-2	-3.248E-3
11.522	6.617E-2	-3.042E-3
11.556	7.128E-2	-2.805E-3
11.589	7.582E-2	-2.619E-3
11.622	7.972E-2	-2.424E-3
11.656	8.301E-2	-2.322E-3
11.689	8.553E-2	-2.113E-3
11.722	8.716E-2	-2.058E-3
11.756	8.805E-2	-2.060E-3
11.789	8.819E-2	-2.082E-3
11.822	8.758E-2	-2.120E-3
11.856	8.603E-2	-2.161E-3
11.889	8.378E-2	-2.265E-3
11.922	8.081E-2	-2.520E-3
11.956	7.712E-2	-2.687E-3
11.989	7.277E-2	-2.862E-3
12.022	6.785E-2	-3.177E-3
12.055	6.240E-2	-3.302E-3
12.089	5.645E-2	-3.565E-3
12.122	5.017E-2	-3.792E-3
12.155	4.357E-2	-3.887E-3
12.189	3.679E-2	-3.927E-3
12.222	2.997E-2	-3.902E-3
12.255	2.315E-2	-3.841E-3
12.289	1.633E-2	-3.766E-3
12.322	9.624E-3	-3.650E-3
12.355	2.869E-3	-3.337E-3
12.389	-3.412E-3	-3.150E-3
12.422	-9.679E-3	-2.772E-3
12.455	-1.529E-2	-2.544E-3
12.489	-2.084E-2	-2.133E-3
12.522	-2.596E-2	-1.716E-3
12.555	-3.016E-2	-1.412E-3
12.588	-3.425E-2	-1.009E-3
12.622	-3.750E-2	-8.577E-4
12.655	-4.043E-2	-5.086E-4
12.688	-4.253E-2	-3.833E-4
12.722	-4.396E-2	-2.840E-4
12.755	-4.484E-2	-2.759E-4
12.788	-4.501E-2	-2.800E-4
12.822	-4.466E-2	-3.760E-4
12.855	-4.356E-2	-4.391E-4
12.888	-4.189E-2	-5.306E-4
12.922	-3.945E-2	-8.819E-4
12.955	-3.657E-2	-1.039E-3
12.988	-3.285E-2	-1.475E-3
13.022	-2.880E-2	-1.708E-3
13.055	-2.399E-2	-2.114E-3
13.088	-1.863E-2	-2.551E-3
13.121	-1.313E-2	-2.778E-3
13.155	-7.055E-3	-3.189E-3
13.188	-9.087E-4	-3.406E-3
13.221	5.758E-3	-3.725E-3
13.255	1.240E-2	-3.837E-3
13.288	1.924E-2	-3.953E-3
13.321	2.622E-2	-3.966E-3
13.355	3.327E-2	-3.921E-3
13.388	4.040E-2	-3.811E-3
13.421	4.720E-2	-3.713E-3
13.455	5.386E-2	-3.563E-3
13.488	6.041E-2	-3.398E-3
13.521	6.685E-2	-3.134E-3
13.555	7.264E-2	-2.874E-3
13.588	7.793E-2	-2.626E-3
13.621	8.275E-2	-2.341E-3
13.654	8.696E-2	-2.085E-3
13.688	9.056E-2	-1.874E-3
13.721	9.331E-2	-1.750E-3
13.754	9.528E-2	-1.623E-3
13.788	9.661E-2	-1.577E-3
13.821	9.712E-2	-1.563E-3
13.854	9.682E-2	-1.586E-3
13.888	9.565E-2	-1.631E-3
13.921	9.382E-2	-1.714E-3
13.954	9.113E-2	-1.956E-3
13.988	8.777E-2	-2.152E-3
14.021	8.377E-2	-2.394E-3
14.054	7.917E-2	-2.622E-3
14.087	7.411E-2	-2.833E-3
14.121	6.849E-2	-3.160E-3
14.154	6.249E-2	-3.355E-3
14.187	5.613E-2	-3.606E-3
14.221	4.948E-2	-3.836E-3
14.254	4.265E-2	-3.937E-3
14.287	3.574E-2	-3.974E-3
14.321	2.883E-2	-3.939E-3
14.354	2.203E-2	-3.859E-3
14.387	1.537E-2	-3.775E-3
14.421	8.922E-3	-3.591E-3
14.454	2.611E-3	-3.369E-3
14.487	-3.284E-3	-3.165E-3
14.521	-8.994E-3	-2.797E-3
14.554	-1.412E-2	-2.559E-3
14.587	-1.904E-2	-2.214E-3
14.620	-2.325E-2	-2.000E-3
14.654	-2.710E-2	-1.644E-3
14.687	-3.016E-2	-1.460E-3
14.720	-3.281E-2	-1.112E-3
14.754	-3.472E-2	-9.791E-4
14.787	-3.593E-2	-8.803E-4
14.820	-3.672E-2	-8.903E-4
14.854	-3.675E-2	-9.328E-4
14.887	-3.617E-2	-9.674E-4
14.920	-3.494E-2	-1.006E-3
14.954	-3.300E-2	-1.151E-3
14.987	-3.042E-2	-1.461E-3
15.020	-2.730E-2	-1.626E-3
15.054	-2.360E-2	-2.058E-3
15.087	-1.935E-2	-2.207E-3
15.120	-1.456E-2	-2.647E-3
15.153	-9.354E-3	-2.960E-3
15.187	-3.713E-3	-3.211E-3
